first_name,log_labor_income,female,female_pred,R
ernst,8.704502289721232,NA,0,0
anders,8.735525185733225,NA,0,0
beda,7.8399193600125825,NA,0,0
axel,8.720950028930258,NA,0,0
tor,6.956545443151569,0,0,1
sten,6.721425700790643,NA,0,0
carl,8.692825760059396,0,0,1
agnes,8.125630988477065,1,1,1
thyra,7.824046010856292,NA,0,0
erik,8.677609912822142,NA,0,0
ture,8.667335849845957,NA,0,0
gustaf,8.716044050161402,NA,0,0
carl,8.694502206386648,NA,0,0
frans,8.213381737034572,NA,0,0
helny,8.560252680876685,1,0,1
elfrida,8.556413904569519,NA,0,0
lilly,7.90100705199242,NA,0,0
carl,8.299037181613066,NA,0,0
anna,8.311398278436641,NA,1,0
alma,7.313220387090301,NA,1,0
elis,9.210340371976184,NA,0,0
eva,7.605890001053122,NA,1,0
carl,8.006367567650246,NA,0,0
knut,8.006367567650246,NA,0,0
carl,7.843848638152472,NA,0,0
siri,7.478734825567875,NA,0,0
karl,8.746716349694486,NA,0,0
erland,8.567886305731756,0,0,1
ida,7.783224016336037,NA,1,0
axel,8.38022733634308,NA,0,0
carl,9.077951183930438,0,0,1
gustaf,8.221478947267192,NA,0,0
anton,7.705262474866325,0,0,1
johan,8.240121298076472,NA,0,0
otto,8.21878715560148,NA,0,0
judit,8.15478757276852,NA,0,0
karl,8.840724916761715,0,0,1
eugenia,7.600902459542082,NA,1,0
thure,9.210340371976184,NA,0,0
johan,8.751474487140904,NA,0,0
elsa,8.169053149927343,NA,1,0
elin,8.15478757276852,1,1,1
gustaf,8.405143687607614,NA,0,0
elsa,6.620073206530356,NA,1,0
elsa,7.27931883541462,NA,1,0
gerda,7.090076835776092,1,1,1
emil,8.268731832117737,NA,0,0
johan,8.577347114235984,0,0,1
johan,8.301521654940728,NA,0,0
otto,8.375629627094451,0,0,1
fredrik,8.597851094433691,NA,0,0
robert,8.006367567650246,NA,0,0
karl,7.383989457978509,NA,0,0
hilda,8.1886891244442,NA,1,0
johan,8.382518288089635,NA,0,0
ester,7.965545573129992,1,1,1
ida,7.965545573129992,NA,1,0
carolina,8.14902386805177,NA,0,0
johan,8.429454277108231,NA,0,0
joel,7.803843303538772,NA,0,0
bror,8.006367567650246,NA,0,0
klas,8.006367567650246,NA,0,0
elis,8.14902386805177,NA,0,0
sven,8.006367567650246,NA,0,0
sven,7.580699752224563,0,0,1
lotta,8.216088098632316,NA,0,0
svea,7.9157131993821155,NA,0,0
maria,8.684401110400144,NA,1,0
ragnhild,7.600902459542082,NA,0,0
edit,7.600902459542082,NA,1,0
ellen,7.333023014386481,NA,1,0
hildur,7.600902459542082,NA,1,0
hulda,8.411832675758411,1,1,1
johanna,7.154615356913663,NA,1,0
ruth,7.352441100243583,NA,0,0
agda,7.992944547318106,NA,0,0
ellen,8.160518247477505,NA,1,0
vesta,7.975908360165538,NA,0,0
ellen,7.673223121121708,NA,1,0
erika,7.600902459542082,NA,1,0
gustaf,8.333270353255308,NA,0,0
anna,7.640123172695364,1,1,1
gustaf,8.442469645220301,0,0,1
nils,7.912056888179006,NA,0,0
hjalmar,9.104979856318357,NA,0,0
karin,8.080237416216702,NA,1,0
anders,7.9157131993821155,NA,0,0
alfred,7.7706452341291765,NA,0,0
albin,10.102338411281293,NA,0,0
anna,7.313220387090301,NA,1,0
sofia,7.313220387090301,NA,1,0
astrid,7.580699752224563,NA,0,0
anna,7.52294091807237,NA,1,0
ernst,8.515191188745565,NA,0,0
elsa,7.8160138391590275,NA,1,0
johanna,7.61085279039525,NA,1,0
hally,7.313220387090301,NA,0,0
johan,8.32117830749028,NA,0,0
karl,8.503094267036737,NA,0,0
frans,8.266164436612492,NA,0,0
johanna,8.035926369891792,NA,1,0
frans,7.824046010856292,NA,0,0
bertil,7.649692623711514,NA,0,0
karl,8.299037181613066,NA,0,0
frans,8.39840965542627,NA,0,0
frans,8.918650278126863,NA,0,0
nils,7.313220387090301,NA,0,0
carl,8.125630988477065,NA,0,0
carl,8.286521373681236,NA,0,0
karl,8.294049640102028,NA,0,0
olga,6.907755278982137,NA,0,0
carl,8.767173396684006,NA,0,0
einar,6.551080335043404,NA,0,0
adolf,8.128585200374497,NA,0,0
karl,8.258422462458876,NA,0,0
carl,8.503094267036737,NA,0,0
karl,7.313220387090301,NA,0,0
anna,7.9996785794994505,NA,1,0
karl,7.313220387090301,NA,0,0
ilen,7.549609165154532,NA,0,0
olof,8.294049640102028,NA,0,0
johan,8.294049640102028,NA,0,0
hulda,7.495541943884256,NA,1,0
hjördis,8.268731832117737,NA,0,0
tyra,8.536995818712418,NA,1,0
jenny,8.389359819906353,NA,1,0
alma,8.006367567650246,NA,1,0
anna,7.272398392570047,NA,1,0
harald,8.948975607841776,NA,0,0
märta,8.022896869601457,NA,1,0
carl,7.495541943884256,NA,0,0
ragnar,10.085809109330082,NA,0,0
margareta,7.27931883541462,NA,1,0
bror,8.465899897028686,NA,0,0
karl,8.83927669058535,NA,0,0
teodolinda,5.598421958998375,NA,0,0
edvin,9.120415664448196,NA,0,0
ivar,8.294049640102028,NA,0,0
lovisa,7.580699752224563,NA,1,0
ingrid,8.435983135990694,NA,1,0
carl,9.130864170474386,NA,0,0
agda,7.705262474866325,NA,0,0
rosa,7.5745584842024805,NA,0,0
gulli,8.596743470174246,NA,0,0
judit,7.090076835776092,1,0,1
clary,7.787382026484701,NA,0,0
svea,7.222566018822171,NA,0,0
carl,9.3101857069459,NA,0,0
gustaf,8.948975607841776,NA,0,0
ingeborg,7.745002803515839,1,1,1
erik,8.586719254064848,NA,0,0
maria,7.501082124259871,NA,1,0
karl,8.674196940225903,NA,0,0
ester,7.600902459542082,NA,1,0
lilly,7.313220387090301,NA,0,0
edit,8.107720061910534,NA,1,0
jean,8.969541885423252,NA,0,0
olga,8.526945482858915,NA,0,0
gustaf,8.296546520300614,NA,0,0
oskar,8.719317375506371,NA,0,0
karl,8.952864141581468,NA,0,0
ingrid,8.847647355711887,NA,1,0
august,8.457443187010464,NA,0,0
lovisa,8.40290404501411,NA,1,0
john,8.199738960630786,0,0,1
augusta,7.824046010856292,1,1,1
frans,9.485696794737327,NA,0,0
johan,8.575462099540212,NA,0,0
signe,5.8289456176102075,NA,0,0
arvid,9.153770020487789,NA,0,0
maria,7.24422751560335,NA,1,0
olof,9.230142999272362,0,0,1
johan,8.472195825485501,NA,0,0
karl,8.160518247477505,NA,0,0
gunhild,8.163371316459912,NA,0,0
karl,8.577347114235984,NA,0,0
johan,8.558335134747413,NA,0,0
victor,8.083328608786376,NA,0,0
olof,8.446770727119691,0,0,1
judit,6.593044534142437,NA,0,0
einar,8.131530710604252,NA,0,0
svea,7.600902459542082,1,0,1
anna,7.783224016336037,NA,1,0
greta,7.2078598714324755,NA,1,0
ester,7.600902459542082,NA,1,0
helga,7.807916628926408,NA,0,0
axel,8.389359819906353,0,0,1
kristina,8.101677747454572,NA,1,0
josef,8.85366542803745,NA,0,0
gustaf,8.963160242833732,NA,0,0
tage,7.506591780070841,NA,0,0
ida,7.1308988302963465,NA,1,0
axel,8.749890955535259,NA,0,0
gurli,7.2078598714324755,NA,0,0
helga,7.9724660159745655,NA,0,0
carl,8.34283980427146,0,0,1
bror,9.747418366886238,NA,0,0
anna,7.944492163932159,NA,1,0
klas,8.66561319653451,NA,0,0
hilma,7.313220387090301,NA,1,0
john,8.806873266530692,NA,0,0
ebba,6.507277712385012,NA,1,0
johan,8.250620082174692,NA,0,0
martin,8.17188200612782,NA,0,0
johannes,8.699514748210191,NA,0,0
olof,9.844268192876157,NA,0,0
nanny,7.313220387090301,NA,1,0
maria,7.787382026484701,NA,1,0
elsa,7.495541943884256,NA,1,0
johan,8.388222810119277,0,0,1
hulda,8.06777619577889,NA,1,0
signe,7.146772179452637,NA,0,0
karl,8.422882511944996,NA,0,0
karl,8.560252680876685,NA,0,0
axel,8.125630988477065,NA,0,0
karl,7.982757702011113,0,0,1
johan,8.422882511944996,NA,0,0
tyra,7.762170607138205,NA,1,0
carl,8.21878715560148,NA,0,0
carl,8.221478947267192,NA,0,0
carl,7.948031990637284,NA,0,0
frans,8.253227645581772,NA,0,0
elsa,7.937374696163295,NA,1,0
albin,7.912056888179006,NA,0,0
carl,8.125630988477065,NA,0,0
gunnar,8.909235279192261,NA,0,0
ernst,7.286191714702382,NA,0,0
svea,7.272398392570047,NA,0,0
sven,7.958576903813898,NA,0,0
hedvig,8.180320874773685,NA,1,0
ernst,9.348361669873558,NA,0,0
selma,7.047517221357296,NA,1,0
amanda,8.496990484098719,NA,1,0
knut,8.39615486303918,NA,0,0
fredrik,7.948031990637284,NA,0,0
alma,6.152732694704104,NA,1,0
aurora,8.229511118964457,1,1,1
knut,8.411832675758411,0,0,1
johan,8.180320874773685,NA,0,0
helga,7.749322464660356,NA,0,0
karl,9.305650551780507,NA,0,0
elin,6.802394763324311,1,1,1
johanna,6.507277712385012,NA,1,0
johanna,7.9996785794994505,NA,1,0
signe,8.8023721336499,NA,0,0
johan,8.451053388911692,NA,0,0
elvira,7.828038032125829,NA,1,0
georg,8.34283980427146,NA,0,0
elfrida,8.224163512637862,NA,0,0
august,8.301521654940728,NA,0,0
arthur,7.937374696163295,NA,0,0
johan,7.495541943884256,NA,0,0
emma,7.3901814282264295,NA,1,0
sara,7.8632667240095735,NA,1,0
märta,7.882314918980268,NA,1,0
elof,8.294049640102028,NA,0,0
karl,8.333270353255308,NA,0,0
emil,7.1308988302963465,NA,0,0
sven,8.006367567650246,NA,0,0
sten,7.668561108015897,NA,0,0
john,8.784162222270476,NA,0,0
thomas,8.564076777315087,NA,0,0
emma,6.956545443151569,NA,1,0
anders,8.296546520300614,0,0,1
beda,7.783224016336037,NA,0,0
axel,8.04237800517328,NA,0,0
gustaf,8.143226750367445,NA,0,0
nils,8.1886891244442,NA,0,0
ivar,7.749322464660356,NA,0,0
inga,8.013012110368916,NA,0,0
augusta,7.064759027791802,NA,1,0
gertrud,7.346010209913293,NA,1,0
evald,8.37793112408273,NA,0,0
gustava,7.346010209913293,NA,1,0
johan,9.704731689278749,NA,0,0
sigrid,8.04237800517328,NA,1,0
constantia,7.22983877815125,NA,0,0
ingrid,7.989560449333865,NA,1,0
anders,7.495541943884256,NA,0,0
per,8.276394704863307,NA,0,0
inez,7.346010209913293,NA,0,0
gunnar,7.90100705199242,NA,0,0
hanna,8.335671314792847,NA,1,0
johannes,8.470101583882387,NA,0,0
adolf,7.982757702011113,NA,0,0
elsa,7.313220387090301,NA,1,0
gustaf,8.662158961666423,NA,0,0
lilly,7.783224016336037,NA,0,0
elias,7.7406644019172415,NA,0,0
lilly,8.113726085970747,NA,0,0
alma,8.183118079394745,NA,1,0
knut,8.440312147080279,NA,0,0
klas,8.349957272040324,NA,0,0
carl,8.507142855562735,0,0,1
sigrid,7.620705086838262,NA,1,0
axel,8.446770727119691,NA,0,0
karl,7.24422751560335,NA,0,0
gunnar,8.1886891244442,NA,0,0
sven,8.335671314792847,NA,0,0
anna,7.495541943884256,NA,1,0
hugo,8.294049640102028,NA,0,0
oscar,8.778017809698136,NA,0,0
oscar,7.897296472595885,0,0,1
alfred,8.166216268592143,NA,0,0
claes,8.202482446576537,0,0,1
charlotta,8.45531778769815,NA,1,0
oskar,8.294049640102028,NA,0,0
hilma,7.4673710669175595,NA,1,0
hulda,8.125630988477065,NA,1,0
erik,8.323608442343572,NA,0,0
axel,8.440312147080279,0,0,1
svea,7.358830898342354,NA,0,0
ester,7.313220387090301,NA,1,0
beata,7.24422751560335,NA,1,0
tyra,7.438383530044307,NA,1,0
otto,8.258422462458876,NA,0,0
maud,7.700747794511798,NA,0,0
per,8.294049640102028,NA,0,0
anna,8.268731832117737,1,1,1
inga,8.509161019718974,NA,0,0
maja,8.513185170018698,1,0,1
nils,8.707813551024888,NA,0,0
john,7.090076835776092,NA,0,0
john,8.1886891244442,NA,0,0
gustaf,8.366370301681654,NA,0,0
karl,8.768729817231666,NA,0,0
svea,7.600902459542082,NA,0,0
hanna,8.245384468120747,1,1,1
mattias,8.895629627136483,NA,0,0
linnéa,8.25582842728183,NA,0,0
erik,8.122668023346407,NA,0,0
frida,8.160518247477505,NA,1,0
karl,7.882314918980268,NA,0,0
adolf,8.318742252692399,NA,0,0
lilly,8.086410275323782,NA,0,0
petter,8.451053388911692,NA,0,0
august,8.330863613224745,NA,0,0
erik,8.440312147080279,NA,0,0
paulina,7.7406644019172415,NA,1,0
ebba,7.495541943884256,NA,1,0
karl,8.37793112408273,NA,0,0
ernst,8.27893600229198,NA,0,0
julia,7.2078598714324755,NA,1,0
ragnhild,7.090076835776092,NA,0,0
anna,7.600902459542082,1,1,1
carl,7.795646536334594,NA,0,0
carl,8.354674261918463,NA,0,0
ida,6.063785208687608,NA,1,0
carl,7.396335293800808,NA,0,0
per,8.411832675758411,NA,0,0
kristina,8.134467570277563,NA,1,0
adelaide,6.551080335043404,NA,0,0
carl,8.788745881938135,NA,0,0
gerda,7.757906208351747,1,1,1
johan,8.701180027529253,NA,0,0
ester,8.019612794400267,NA,1,0
helga,8.128585200374497,NA,0,0
knut,8.191463051326927,0,0,1
ingve,9.615805480084347,NA,0,0
frans,10.118598932153073,NA,0,0
lola,7.473069088032197,NA,0,0
knut,9.615805480084347,NA,0,0
gerda,7.313220387090301,NA,1,0
elvira,8.517193191416238,NA,1,0
gerda,7.313220387090301,NA,1,0
teodor,9.75846178048587,NA,0,0
jacob,8.58858318750291,NA,0,0
carl,8.837826364007704,NA,0,0
_,7.313220387090301,NA,0,0
carl,8.635864721133736,NA,0,0
emma,8.25582842728183,NA,1,0
arvid,8.14902386805177,NA,0,0
anna,8.070906088787819,NA,1,0
johan,8.326032685955079,NA,0,0
nils,8.070906088787819,0,0,1
elna,7.843848638152472,NA,0,0
august,8.400659375160286,NA,0,0
ester,7.3901814282264295,NA,1,0
ragnhild,8.177515823846075,NA,0,0
hjalmar,8.425077902508432,NA,0,0
sigrid,8.016317898503415,NA,1,0
sigrid,8.003028666384733,NA,1,0
karl,8.1886891244442,NA,0,0
signe,7.600902459542082,NA,0,0
alexander,8.778017809698136,NA,0,0
greta,8.1886891244442,NA,1,0
karin,8.101677747454572,NA,1,0
ester,7.313220387090301,NA,1,0
carl,8.294049640102028,NA,0,0
kristina,6.76849321164863,NA,1,0
carl,8.4096079807363,NA,0,0
karl,8.46168048148598,1,0,1
magnus,8.29154650988391,NA,0,0
oskar,8.32845106681936,NA,0,0
oskar,8.1886891244442,NA,0,0
anna,7.937374696163295,NA,1,0
agnes,7.630461261783627,NA,1,0
olga,7.313220387090301,NA,0,0
vera,8.140315540159985,NA,0,0
iris,8.0519780789023,NA,0,0
birger,8.199738960630786,NA,0,0
carl,7.333023014386481,NA,0,0
nils,8.1886891244442,NA,0,0
olof,8.281470857895167,NA,0,0
gustaf,8.706159290928861,NA,0,0
ruth,7.090076835776092,NA,0,0
sally,8.107720061910534,1,0,1
frans,8.330863613224745,NA,0,0
gustaf,8.58110651715989,NA,0,0
carl,8.335671314792847,NA,0,0
anna,7.682482446534506,1,1,1
elsa,7.22983877815125,NA,1,0
karl,8.268731832117737,NA,0,0
anna,7.958576903813898,NA,1,0
johanna,7.293017679772782,NA,1,0
alfred,8.39615486303918,NA,0,0
johanna,8.276394704863307,NA,1,0
carl,8.026170194946426,NA,0,0
bror,7.313220387090301,NA,0,0
thure,8.634086942887738,NA,0,0
hildur,8.196987927258897,NA,1,0
axel,7.975908360165538,NA,0,0
ferdinand,8.94767606249969,NA,0,0
john,8.240121298076472,NA,0,0
axel,8.476371196895983,NA,0,0
margit,8.134467570277563,NA,0,0
karin,8.202482446576537,NA,1,0
anna-lisa,8.086410275323782,NA,0,0
harry,8.174702882469461,0,0,1
aslög,7.9996785794994505,NA,0,0
harriet,8.006367567650246,NA,0,0
john,8.294049640102028,NA,0,0
johanna,7.313220387090301,NA,1,0
karl,8.474285690404962,NA,0,0
gerard,9.347490210123416,NA,0,0
emil,7.620705086838262,NA,0,0
adolf,8.311398278436641,0,0,1
anna,7.8399193600125825,NA,1,0
arvid,8.757783656334167,NA,0,0
karolina,8.226840890408578,NA,1,0
gösta,8.484669999710677,NA,0,0
ferdinand,7.170119543449628,NA,0,0
johan,8.511175119090675,NA,0,0
hedvig,8.400659375160286,NA,1,0
eva,8.006367567650246,NA,1,0
gfunnar,8.459564078579602,NA,0,0
david,7.668561108015897,NA,0,0
claes,8.006367567650246,NA,0,0
karl,9.41001056710475,NA,0,0
rut,7.313220387090301,NA,0,0
august,8.294049640102028,NA,0,0
tora,8.32845106681936,NA,1,0
helga,8.34283980427146,NA,0,0
enrico,7.90100705199242,NA,0,0
amina,7.644919344958857,NA,0,0
nils,7.855544677915663,NA,0,0
maria,8.35936910622267,NA,1,0
anna,7.313220387090301,NA,1,0
maja,7.787382026484701,NA,0,0
märta,7.313220387090301,NA,1,0
hilda,7.313220387090301,NA,1,0
alva,7.7664168980196555,NA,0,0
carl,8.669055540725484,NA,0,0
nils,8.87066300440602,NA,0,0
alvar,9.769384568012647,NA,0,0
johan,7.313220387090301,NA,0,0
oscar,10.299911915992144,NA,0,0
augusta,7.313220387090301,NA,1,0
brita,7.313220387090301,NA,1,0
nils,9.622450022803015,NA,0,0
emma,7.517520850603031,NA,1,0
carl,8.939843124278502,NA,0,0
helena,6.907755278982137,NA,1,0
annette,7.1853870155804165,NA,0,0
nils,5.298317366548036,0,0,1
anna,7.313220387090301,NA,1,0
ingeborg,7.313220387090301,NA,1,0
knut,7.919356190660617,NA,0,0
karl,8.53895468319775,NA,0,0
oscar,9.004545458996587,NA,0,0
selma,8.764053269347762,NA,1,0
emma,7.313220387090301,NA,1,0
hulda,8.27893600229198,NA,1,0
anders,8.476371196895983,NA,0,0
toni,6.937314081223682,NA,0,0
brita,8.180320874773685,NA,1,0
lilli,8.101677747454572,NA,0,0
carl,8.478452363099807,0,0,1
fritz,8.006367567650246,NA,0,0
vera,7.996317231796746,NA,0,0
anna,7.313220387090301,NA,1,0
anna,7.438383530044307,NA,1,0
axel,8.656955133791396,NA,0,0
paul,9.157993891603974,NA,0,0
fritz,8.357024439263416,NA,0,0
thyra,7.783224016336037,NA,0,0
ruth,7.495541943884256,NA,0,0
sven,8.294049640102028,NA,0,0
paulina,8.83200393125627,NA,1,0
anna,8.771835409789817,NA,1,0
artur,8.632305998516742,NA,0,0
julia,7.731930721948486,NA,1,0
märta,7.313220387090301,NA,1,0
anna,7.506591780070841,NA,1,0
ida,7.867105500316739,NA,1,0
johan,8.444622498581403,0,0,1
oscar,9.336973022909548,NA,0,0
edvin,10.01234195744821,0,0,1
anna,7.313220387090301,NA,1,0
johan,8.53895468319775,NA,0,0
anna,8.11969625295725,1,1,1
hildur,7.600902459542082,NA,1,0
gertrud,7.649692623711514,NA,1,0
sigrid,7.495541943884256,NA,1,0
hilda,7.313220387090301,NA,1,0
malvina,8.09559870137819,NA,1,0
john,10.337540117496205,NA,0,0
tyra,7.4673710669175595,NA,1,0
hilda,7.313220387090301,NA,1,0
nanny,7.313220387090301,NA,1,0
elin,7.783224016336037,NA,1,0
klara,8.586719254064848,NA,1,0
karl,8.546751993657782,NA,0,0
anna,7.313220387090301,NA,1,0
clare,8.006367567650246,NA,0,0
karin,8.446770727119691,NA,1,0
viola,8.782629654920699,NA,0,0
karl,8.691146498539675,NA,0,0
kerstin,8.039157390473237,NA,1,0
elfrida,7.346010209913293,NA,0,0
emma,7.383989457978509,NA,1,0
ernst,9.277999020449997,NA,0,0
johanna,7.313220387090301,NA,1,0
elin,7.313220387090301,NA,1,0
olov,7.600902459542082,NA,0,0
amalia,7.859413154693583,1,1,1
edla,7.2078598714324755,NA,1,0
lydia,7.517520850603031,NA,0,0
frida,7.272398392570047,NA,1,0
louisa,7.299797366758161,NA,0,0
elisabeth,7.272398392570047,NA,0,0
märta,7.313220387090301,NA,1,0
torsten,9.853771960290196,NA,0,0
ivar,9.804219550877459,NA,0,0
emma,7.313220387090301,1,1,1
alma,8.006367567650246,1,1,1
johan,8.699514748210191,NA,0,0
amanda,7.438383530044307,NA,1,0
carl,7.955074273262696,NA,0,0
anders,8.1886891244442,NA,0,0
john,9.522958929717996,NA,0,0
alice,7.313220387090301,NA,0,0
carl,8.558335134747413,NA,0,0
elin,7.313220387090301,NA,1,0
karl,7.832014180505469,NA,0,0
nadia,7.313220387090301,NA,0,0
lars,8.674196940225903,NA,0,0
svea,8.055157731819678,NA,0,0
anna,6.620073206530356,NA,1,0
ida,7.313220387090301,NA,1,0
carl,9.392661928770137,NA,0,0
jenny,9.94366934216896,NA,1,0
julia,6.1092475827643655,NA,1,0
harald,9.296518068217235,NA,0,0
nils,8.61974977974133,NA,0,0
martin,8.465899897028686,NA,0,0
gösta,8.515191188745565,NA,0,0
astrid,7.549609165154532,NA,0,0
johan,7.919356190660617,NA,0,0
johan,9.050171619823361,NA,0,0
erik,8.313852267398207,NA,0,0
anna,7.313220387090301,NA,1,0
märta,7.081708586105575,NA,1,0
elisabeth,8.101677747454572,NA,0,0
adolf,8.586719254064848,NA,0,0
maria,7.313220387090301,NA,1,0
viktor,8.160518247477505,NA,0,0
eric,8.213381737034572,NA,0,0
ulla,5.703782474656201,NA,0,0
erik,9.395989718862811,NA,0,0
hildor,8.970813341411448,NA,0,0
ida,8.501063809486354,NA,1,0
ivar,7.8399193600125825,NA,0,0
josua,8.425077902508432,NA,0,0
edith,7.600902459542082,NA,0,0
ingrid,8.422882511944996,NA,1,0
eric,8.089482474360754,NA,0,0
carl,9.594241302168507,NA,0,0
erik,9.047821442478408,NA,0,0
fritz,8.022896869601457,NA,0,0
herman,8.669055540725484,NA,0,0
ernst,8.696175846944678,NA,0,0
märta,7.313220387090301,NA,1,0
johan,7.986164860332727,NA,0,0
hjalmar,9.557469903071384,NA,0,0
johanna,7.313220387090301,NA,1,0
siri,7.258412150595307,1,0,1
harry,7.402451520818244,NA,0,0
rudolf,8.699514748210191,0,0,1
anna,7.138866999945524,NA,1,0
anna,7.313220387090301,NA,1,0
eva,8.029432840581244,NA,1,0
karolina,7.478734825567875,1,1,1
josefin,7.313220387090301,NA,0,0
herman,7.828038032125829,NA,0,0
eric,8.699514748210191,NA,0,0
per,9.42706335548747,NA,0,0
ester,8.649974302650056,NA,1,0
frida,7.122866658599083,NA,1,0
sven,8.815815203906352,NA,0,0
frans,8.732304571033183,NA,0,0
jenny,7.029972911706386,NA,1,0
knut,8.536995818712418,NA,0,0
maria,8.039157390473237,1,1,1
anna,7.600902459542082,NA,1,0
fritz,8.550627967502475,NA,0,0
john,8.429454277108231,NA,0,0
karl,8.333270353255308,NA,0,0
johannes,8.389359819906353,NA,0,0
gustav,8.784162222270476,NA,0,0
edward,7.783224016336037,NA,0,0
carl,8.183118079394745,NA,0,0
fredrik,10.145649109686099,NA,0,0
anna,7.313220387090301,NA,1,0
karin,7.313220387090301,NA,1,0
georg,8.582980931954241,NA,0,0
gustaf,8.006367567650246,NA,0,0
ruth,7.847762537473608,NA,0,0
ester,8.146129510025405,NA,1,0
robert,11.31824788596669,NA,0,0
hulda,7.495541943884256,NA,1,0
aima,7.222566018822171,NA,0,0
hildur,7.31986492980897,NA,1,0
christian,12.128813559983222,NA,0,0
viola,7.426549072397305,1,0,1
axel,9.665864679957084,NA,0,0
berndt,8.271292652979412,NA,0,0
frida,7.843848638152472,NA,1,0
hedvig,6.721425700790643,NA,1,0
ester,8.101677747454572,NA,1,0
alice,7.979338895262328,NA,0,0
carl,8.496990484098719,NA,0,0
erik,8.476371196895983,NA,0,0
georg,7.402451520818244,NA,0,0
helga,7.9157131993821155,NA,0,0
lars,7.170119543449628,NA,0,0
maria,8.517193191416238,NA,1,0
mauritz,8.8023721336499,NA,0,0
sven,8.294049640102028,NA,0,0
alfred,8.729073550451737,NA,0,0
ellen,6.907755278982137,NA,1,0
karl,8.21878715560148,NA,0,0
johan,8.699514748210191,NA,0,0
jenny,7.640123172695364,NA,1,0
nils,8.476371196895983,NA,0,0
märta,7.432483807917119,NA,1,0
signe,10.386839199301363,NA,0,0
anna,7.272398392570047,NA,1,0
elof,10.546656363289832,NA,0,0
anna,7.313220387090301,NA,1,0
anna,7.313220387090301,NA,1,0
guda,7.313220387090301,NA,0,0
beata,7.299797366758161,NA,1,0
carl,7.783224016336037,NA,0,0
karl,10.085809109330082,NA,0,0
ester,7.313220387090301,NA,1,0
helga,7.313220387090301,1,0,1
waldemar,7.982757702011113,NA,0,0
maria,7.5443321080536885,NA,1,0
anna,7.383989457978509,1,1,1
olof,8.699514748210191,NA,0,0
ida,7.313220387090301,NA,1,0
john,9.046644279305394,NA,0,0
carl,9.519294579703503,NA,0,0
elna,7.313220387090301,NA,0,0
anna,7.313220387090301,NA,1,0
adolf,9.911951630948257,NA,0,0
hilma,8.826147399143558,NA,1,0
olof,9.615805480084347,NA,0,0
ingrid,7.495541943884256,NA,1,0
sigrid,7.807916628926408,NA,1,0
maria,7.3901814282264295,NA,1,0
hedvig,6.214608098422191,NA,1,0
wiktor,8.006367567650246,NA,0,0
klara,7.495541943884256,NA,1,0
anna,7.832014180505469,NA,1,0
fritz,8.531096096585228,NA,0,0
elsa,7.61085279039525,NA,1,0
edla,7.495541943884256,1,1,1
marie,7.783224016336037,NA,1,0
karin,8.0925452638913,NA,1,0
johan,8.672486075822272,NA,0,0
olof,8.006367567650246,NA,0,0
knut,6.733401891837359,0,0,1
johan,8.268731832117737,NA,0,0
otto,8.294049640102028,NA,0,0
ture,8.677609912822142,NA,0,0
johan,8.98594603876032,NA,0,0
sigrid,7.3901814282264295,NA,1,0
ebba,7.313220387090301,NA,1,0
fredrik,8.748304912379623,NA,0,0
hilda,7.313220387090301,NA,1,0
jenny,9.265775078864284,NA,1,0
anna,7.326465613840322,NA,1,0
percy,8.692825760059396,NA,0,0
sture,9.552510629712033,NA,0,0
kristina,7.313220387090301,NA,1,0
katarina,6.697034247666484,NA,1,0
selma,7.090076835776092,1,1,1
paul,7.705262474866325,NA,0,0
ivar,10.182633293965623,NA,0,0
olga,7.371489295214277,1,0,1
ester,7.313220387090301,NA,1,0
edvard,7.762170607138205,NA,0,0
gustaf,7.495541943884256,NA,0,0
gustaf,8.366370301681654,NA,0,0
carl,8.699514748210191,NA,0,0
axel,8.294049640102028,NA,0,0
otto,10.026147565272016,NA,0,0
betty,7.313220387090301,NA,1,0
ester,7.414572881350589,NA,1,0
johan,8.560252680876685,NA,0,0
ernst,11.225243392518447,NA,0,0
ester,8.045588280803528,1,1,1
hedvig,8.565983355585669,NA,1,0
elin,7.6255950721324535,NA,1,0
berta,7.867105500316739,NA,1,0
carl,8.642944396721798,NA,0,0
carl,7.649692623711514,NA,0,0
anna,4.248495242049359,NA,1,0
eric,10.051045116893743,NA,0,0
edith,7.313220387090301,NA,0,0
adolf,10.285342795005159,NA,0,0
agda,7.313220387090301,1,0,1
carl,8.400659375160286,NA,0,0
erik,8.294049640102028,NA,0,0
hulda,8.003028666384733,NA,1,0
anna,8.128585200374497,NA,1,0
lilly,8.016317898503415,NA,0,0
ebba,8.122668023346407,NA,1,0
helge,11.652687407345388,NA,0,0
teodora,7.461640392208575,NA,0,0
hillvor,7.313220387090301,NA,0,0
eric,9.742144402127366,NA,0,0
vilma,7.402451520818244,NA,0,0
charlotta,7.251344983372214,NA,1,0
alma,9.148464968258095,NA,1,0
frida,7.313220387090301,NA,1,0
carl,10.606089891866828,NA,0,0
anna,7.313220387090301,NA,1,0
elsa,7.313220387090301,NA,1,0
steno,10.057066640464429,NA,0,0
elsa,7.371489295214277,NA,1,0
anna,7.293017679772782,NA,1,0
nils,10.246722584108158,NA,0,0
johanna,7.313220387090301,NA,1,0
ebba,7.313220387090301,NA,1,0
filip,9.079092085366229,NA,0,0
livia,7.346010209913293,1,0,1
johan,11.2708539037705,NA,0,0
